seqnames	start	end	width	strand	direction	context	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	pValue	regionType	chr	comparison
SL4.0ch05	3717501	3717550	50	*	-1	CHH	57	63	0.9047619047619048	44	88	0.5	8	7.807425660464315e-7	loss	ch05	NTS
SL4.0ch05	3723201	3723250	50	*	-1	CHH	25	36	0.6944444444444444	22	65	0.3384615384615385	8	7.653340033488771e-4	loss	ch05	NTS
SL4.0ch05	3723551	3723600	50	*	1	CHH	10	67	0.14925373134328357	45	95	0.47368421052631576	20	3.597979914342936e-5	gain	ch05	NTS
SL4.0ch05	3754401	3754450	50	*	-1	CHH	25	42	0.5952380952380952	32	144	0.2222222222222222	12	1.0199534743609604e-5	loss	ch05	NTS
SL4.0ch05	3755701	3755750	50	*	-1	CHH	4	11	0.3636363636363637	0	65	0	7	2.0547816753718046e-6	loss	ch05	NTS
SL4.0ch05	3756401	3756450	50	*	-1	CHH	65	95	0.6842105263157895	67	175	0.3828571428571429	15	6.312152377265735e-6	loss	ch05	NTS
SL4.0ch05	3761151	3761200	50	*	-1	CHH	29	34	0.8529411764705882	58	112	0.5178571428571429	14	6.44276819359776e-4	loss	ch05	NTS
SL4.0ch05	3761451	3761500	50	*	-1	CHH	34	61	0.5573770491803278	12	52	0.2307692307692308	10	5.741444469053603e-4	loss	ch05	NTS
SL4.0ch05	3778551	3778600	50	*	-1	CHH	13	35	0.37142857142857144	4	60	0.06666666666666667	6	2.741556603794014e-4	loss	ch05	NTS
SL4.0ch05	3781601	3781650	50	*	-1	CHH	19	28	0.6785714285714286	17	50	0.34	5	0.00427336552349792	loss	ch05	NTS
SL4.0ch05	3782801	3782850	50	*	-1	CHH	24	40	0.6	9	99	0.09090909090909093	8	1.7915259244896056e-9	loss	ch05	NTS
SL4.0ch05	3792901	3792950	50	*	-1	CHH	18	26	0.6923076923076923	23	66	0.3484848484848485	5	0.00310017911526452	loss	ch05	NTS
SL4.0ch05	3794351	3794400	50	*	-1	CHH	38	53	0.71698113207547165	26	72	0.3611111111111111	11	1.3707769963562845e-4	loss	ch05	NTS
SL4.0ch05	3795351	3795400	50	*	-1	CHH	46	76	0.6052631578947368	23	99	0.23232323232323232	12	1.9774342632293687e-6	loss	ch05	NTS
SL4.0ch05	3795351	3795400	50	*	-1	CHH	46	76	0.6052631578947368	23	99	0.23232323232323232	12	1.9774342632293687e-6	loss	ch05	NTS
SL4.0ch05	3795501	3795550	50	*	-1	CHH	65	96	0.6770833333333334	37	111	0.3333333333333333	13	2.680069263305334e-6	loss	ch05	NTS
SL4.0ch05	3795501	3795550	50	*	-1	CHH	65	96	0.6770833333333334	37	111	0.3333333333333333	13	2.680069263305334e-6	loss	ch05	NTS
SL4.0ch05	3826201	3826250	50	*	1	CHH	16	40	0.4	40	57	0.7017543859649122	8	0.00334408535849754	gain	ch05	NTS
SL4.0ch05	3827451	3827500	50	*	-1	CHH	28	51	0.5490196078431373	3	42	0.07142857142857142	13	3.633008389424044e-6	loss	ch05	NTS
SL4.0ch05	3832501	3832550	50	*	1	CHH	15	68	0.22058823529411764	46	83	0.5542168674698795	10	6.0412095998554e-5	gain	ch05	NTS
SL4.0ch05	3833201	3833250	50	*	-1	CHH	94	145	0.6482758620689655	49	149	0.3288590604026846	20	2.2329667889663145e-7	loss	ch05	NTS
SL4.0ch05	3834101	3834150	50	*	-1	CHH	9	20	0.45	3	27	0.1111111111111111	5	0.00845530876553447	loss	ch05	NTS
SL4.0ch05	3839351	3839400	50	*	1	CHH	41	144	0.2847222222222222	38	63	0.6031746031746031	13	3.034166049078054e-5	gain	ch05	NTS
SL4.0ch05	3844351	3844400	50	*	-1	CHH	9	16	0.5625	1	16	0.0625	4	0.00256526667314193	loss	ch05	NTS
SL4.0ch05	3848901	3848950	50	*	-1	CHH	123	144	0.8541666666666666	51	103	0.4951456310679612	12	9.12584834804164e-9	loss	ch05	NTS
SL4.0ch05	3864901	3864950	50	*	-1	CHH	102	134	0.7611940298507462	67	146	0.4589041095890411	16	9.5745333917289e-7	loss	ch05	NTS
SL4.0ch05	3883101	3883150	50	*	-1	CHH	57	106	0.5377358490566038	17	77	0.22077922077922077	17	3.35519330935557e-5	loss	ch05	NTS
SL4.0ch05	3891851	3891900	50	*	-1	CHH	76	89	0.8539325842696629	85	154	0.551948051948052	12	4.783463948654122e-6	loss	ch05	NTS
SL4.0ch05	3891901	3891950	50	*	-1	CHH	37	69	0.5362318840579711	18	90	0.2	8	2.245362720213435e-5	loss	ch05	NTS
SL4.0ch05	3903551	3903600	50	*	-1	CHH	28	62	0.4516129032258064	23	167	0.1377245508982036	14	1.4588192460995292e-6	loss	ch05	NTS
SL4.0ch05	3911151	3911200	50	*	-1	CHH	53	97	0.5463917525773195	18	151	0.11920529801324505	14	7.34769696817029e-12	loss	ch05	NTS
SL4.0ch05	3911151	3911200	50	*	-1	CHH	53	97	0.5463917525773195	18	151	0.11920529801324505	14	7.34769696817029e-12	loss	ch05	NTS
SL4.0ch05	3911301	3911350	50	*	-1	CHH	97	128	0.7578125	56	134	0.417910447761194	11	1.362708810159167e-7	loss	ch05	NTS
SL4.0ch05	3911301	3911350	50	*	-1	CHH	97	128	0.7578125	56	134	0.417910447761194	11	1.362708810159167e-7	loss	ch05	NTS
SL4.0ch05	3933151	3933200	50	*	1	CHH	6	29	0.20689655172413793	38	71	0.5352112676056338	6	0.0029787738340814	gain	ch05	NTS
SL4.0ch05	3943151	3943200	50	*	-1	CHH	37	55	0.6727272727272727	41	115	0.3565217391304348	10	1.718097295855217e-4	loss	ch05	NTS
SL4.0ch05	3944851	3944900	50	*	-1	CHH	106	119	0.8907563025210085	52	90	0.5777777777777777	15	7.632622493756034e-7	loss	ch05	NTS
SL4.0ch05	3973051	3973100	50	*	-1	CHH	25	30	0.8333333333333334	12	32	0.375	5	3.3993520931936114e-4	loss	ch05	NTS
SL4.0ch05	3977501	3977550	50	*	-1	CHH	19	29	0.6551724137931034	15	63	0.23809523809523808	5	1.8429398172718065e-4	loss	ch05	NTS
SL4.0ch05	3978901	3978950	50	*	-1	CHH	57	59	0.9661016949152542	38	60	0.6333333333333333	8	1.4726269518251712e-5	loss	ch05	NTS
SL4.0ch05	3989251	3989400	150	*	-1	CHH	120	197	0.6091370558375635	0	413	0	32	4.090452845622174e-67	loss	ch05	NTS
SL4.0ch05	3991051	3991100	50	*	-1	CHH	8	17	0.4705882352941176	3	38	0.07894736842105263	4	9.936683441716004e-4	loss	ch05	NTS
SL4.0ch05	3992801	3992850	50	*	-1	CHH	23	39	0.5897435897435898	19	84	0.2261904761904762	7	1.2600161639235216e-4	loss	ch05	NTS
SL4.0ch05	3993951	3994000	50	*	-1	CHH	26	81	0.32098765432098764	3	203	0.0147783251231527	12	3.653063745144965e-13	loss	ch05	NTS
SL4.0ch05	3994401	3994450	50	*	-1	CHH	32	36	0.8888888888888888	60	108	0.5555555555555556	10	4.3335040004824945e-4	loss	ch05	NTS
SL4.0ch05	4015501	4015550	50	*	-1	CHH	44	70	0.6285714285714286	16	49	0.32653061224489793	11	0.00141917848552168	loss	ch05	NTS
SL4.0ch05	4018751	4018800	50	*	-1	CHH	30	40	0.75	15	52	0.28846153846153844	6	2.49755590806691e-5	loss	ch05	NTS
SL4.0ch05	4031201	4031250	50	*	-1	CHH	18	31	0.5806451612903226	9	35	0.2571428571428571	4	0.0077084968503928	loss	ch05	NTS
SL4.0ch05	4041301	4041350	50	*	-1	CHH	49	55	0.8909090909090909	25	43	0.5813953488372093	7	5.491198620764328e-4	loss	ch05	NTS
SL4.0ch05	4060801	4060850	50	*	-1	CHH	24	52	0.4615384615384616	11	91	0.12087912087912088	10	1.2817805983092098e-5	loss	ch05	NTS
SL4.0ch05	4073151	4073250	100	*	-1	CHH	29	83	0.3493975903614458	1	141	0.00709219858156028	12	7.256995552613961e-12	loss	ch05	NTS
SL4.0ch05	4077101	4077150	50	*	-1	CHH	14	36	0.3888888888888889	1	132	0.00757575757575757	12	2.011558251108259e-11	loss	ch05	NTS
SL4.0ch05	4082501	4082600	100	*	-1	CHH	73	129	0.5658914728682171	57	231	0.24675324675324675	19	1.2185277402133188e-8	loss	ch05	NTS
SL4.0ch05	4083551	4083600	50	*	-1	CHH	48	81	0.5925925925925926	36	129	0.27906976744186046	10	1.5259637798798666e-5	loss	ch05	NTS
SL4.0ch05	4102651	4102700	50	*	-1	CHH	19	21	0.9047619047619048	49	101	0.48514851485148514	7	5.736626318889087e-4	loss	ch05	NTS
SL4.0ch05	4135401	4135450	50	*	-1	CHH	111	131	0.8473282442748091	54	113	0.4778761061946903	18	6.8388079971000504e-9	loss	ch05	NTS
SL4.0ch05	4140201	4140250	50	*	-1	CHH	27	47	0.574468085106383	18	86	0.20930232558139536	10	4.17756368067336e-5	loss	ch05	NTS
SL4.0ch05	4164951	4165000	50	*	-1	CHH	32	72	0.4444444444444444	9	131	0.06870229007633588	11	1.8628511571835313e-9	loss	ch05	NTS
SL4.0ch05	4169651	4169700	50	*	-1	CHH	40	53	0.7547169811320755	32	81	0.3950617283950617	8	7.963544291734805e-5	loss	ch05	NTS
SL4.0ch05	4192801	4192850	50	*	-1	CHH	38	46	0.8260869565217391	19	56	0.3392857142857143	4	2.7495823987162555e-6	loss	ch05	NTS
SL4.0ch05	4204351	4204400	50	*	-1	CHH	66	79	0.8354430379746836	43	81	0.5308641975308642	10	6.59452735891748e-5	loss	ch05	NTS
SL4.0ch05	4230651	4230700	50	*	-1	CHH	51	86	0.5930232558139535	32	116	0.27586206896551724	11	1.4315206271912378e-5	loss	ch05	NTS
SL4.0ch05	4232901	4232950	50	*	-1	CHH	26	46	0.5652173913043478	18	71	0.2535211267605634	12	8.592267489900853e-4	loss	ch05	NTS
SL4.0ch05	4235801	4235850	50	*	-1	CHH	59	71	0.8309859154929577	39	83	0.4698795180722892	15	9.037958729680751e-6	loss	ch05	NTS
SL4.0ch05	4242151	4242200	50	*	-1	CHH	29	31	0.935483870967742	87	152	0.5723684210526315	11	2.0175817539925256e-4	loss	ch05	NTS
SL4.0ch05	4245601	4245650	50	*	-1	CHH	37	69	0.5362318840579711	13	86	0.1511627906976744	10	1.30843893153138e-6	loss	ch05	NTS
SL4.0ch05	4248001	4248050	50	*	-1	CHH	19	46	0.4130434782608696	5	94	0.05319148936170213	9	5.055036935582338e-7	loss	ch05	NTS
SL4.0ch05	4263601	4263650	50	*	-1	CHH	81	122	0.6639344262295082	30	85	0.35294117647058826	11	2.2781728154712715e-5	loss	ch05	NTS
SL4.0ch05	4263801	4263850	50	*	-1	CHH	96	121	0.7933884297520661	32	97	0.32989690721649484	11	7.472703386109397e-11	loss	ch05	NTS
SL4.0ch05	4267051	4267150	100	*	-1	CHH	96	162	0.5925925925925926	28	171	0.16374269005847952	25	1.8771946337924733e-14	loss	ch05	NTS
SL4.0ch05	4274001	4274050	50	*	1	CHH	3	24	0.125	21	48	0.4375	4	0.00806371398714935	gain	ch05	NTS
SL4.0ch05	4289301	4289350	50	*	-1	CHH	80	101	0.7920792079207921	58	118	0.4915254237288136	13	1.1123649472637e-5	loss	ch05	NTS
SL4.0ch05	4304001	4304100	100	*	-1	CHH	72	93	0.7741935483870968	56	138	0.4057971014492754	16	1.7957901255010027e-7	loss	ch05	NTS
SL4.0ch05	4304901	4305100	200	*	-1	CHH	94	168	0.5595238095238095	91	419	0.2171837708830549	45	2.2151495675052764e-14	loss	ch05	NTS
SL4.0ch05	4317051	4317100	50	*	-1	CHH	39	93	0.41935483870967744	6	100	0.06	12	2.6654933957620564e-8	loss	ch05	NTS
SL4.0ch05	4332851	4332900	50	*	-1	CHH	49	78	0.6282051282051282	16	56	0.2857142857142857	7	1.4773303268472265e-4	loss	ch05	NTS
SL4.0ch05	4333101	4333200	100	*	-1	CHH	106	171	0.6198830409356725	53	174	0.3045977011494253	20	3.05192079352263e-8	loss	ch05	NTS
SL4.0ch05	4334251	4334300	50	*	-1	CHH	57	98	0.5816326530612245	21	85	0.24705882352941175	7	1.2482842601780646e-5	loss	ch05	NTS
SL4.0ch05	4340201	4340250	50	*	-1	CHH	17	20	0.85	30	61	0.4918032786885246	8	0.00507955781005424	loss	ch05	NTS
SL4.0ch05	4341651	4341700	50	*	-1	CHH	15	35	0.42857142857142855	2	41	0.04878048780487805	4	1.2436769878968734e-4	loss	ch05	NTS
SL4.0ch05	4342051	4342100	50	*	-1	CHH	11	33	0.3333333333333333	1	36	0.02777777777777777	7	0.00102844657983353	loss	ch05	NTS
SL4.0ch05	4365201	4365250	50	*	1	CHH	11	85	0.12941176470588237	49	101	0.48514851485148514	12	9.396310473435158e-7	gain	ch05	NTS
SL4.0ch05	4372901	4372950	50	*	-1	CHH	39	41	0.951219512195122	9	14	0.6428571428571429	7	0.00308629590937961	loss	ch05	NTS
SL4.0ch05	4380851	4380900	50	*	1	CHH	5	36	0.1388888888888889	7	12	0.5833333333333334	6	0.00235597325186693	gain	ch05	NTS
SL4.0ch05	4415651	4415700	50	*	-1	CHH	21	40	0.525	12	79	0.1518987341772152	6	3.594114883298061e-5	loss	ch05	NTS
SL4.0ch05	4417651	4417700	50	*	-1	CHH	38	57	0.6666666666666666	23	86	0.26744186046511625	7	6.436177636780398e-6	loss	ch05	NTS
SL4.0ch05	4422801	4422850	50	*	-1	CHH	61	98	0.6224489795918368	49	160	0.30625	14	2.1504496782321482e-06	loss	ch05	NTS
SL4.0ch05	4436851	4436900	50	*	1	CHH	41	92	0.44565217391304346	54	66	0.8181818181818182	17	6.700257974037411e-6	gain	ch05	NTS
SL4.0ch05	4468901	4468950	50	*	-1	CHH	58	75	0.7733333333333333	71	152	0.46710526315789475	18	2.5842850659492063e-5	loss	ch05	NTS
SL4.0ch05	4469001	4469050	50	*	-1	CHH	90	132	0.6818181818181818	16	42	0.380952380952381	14	6.587232885236449e-4	loss	ch05	NTS
SL4.0ch05	4470501	4470550	50	*	-1	CHH	66	77	0.8571428571428571	31	56	0.5535714285714286	14	1.5996753664428783e-4	loss	ch05	NTS
SL4.0ch05	4508601	4508650	50	*	-1	CHH	63	66	0.9545454545454546	48	76	0.631578947368421	15	8.917341695009944e-6	loss	ch05	NTS
SL4.0ch05	4509801	4509850	50	*	-1	CHH	45	53	0.8490566037735849	35	69	0.5072463768115942	9	1.3456529372767026e-4	loss	ch05	NTS
SL4.0ch05	4511351	4511400	50	*	-1	CHH	115	228	0.5043859649122807	32	168	0.1904761904761905	16	1.747578328516184e-9	loss	ch05	NTS
SL4.0ch05	4524401	4524550	150	*	-1	CHH	205	288	0.7118055555555556	83	218	0.3807339449541284	37	2.099790974979575e-12	loss	ch05	NTS
SL4.0ch05	4531401	4531450	50	*	-1	CHH	44	60	0.7333333333333333	31	106	0.29245283018867924	11	2.1819965790555946e-7	loss	ch05	NTS
SL4.0ch05	4555251	4555300	50	*	-1	CHH	13	24	0.5416666666666666	5	34	0.14705882352941177	4	0.00162904414149362	loss	ch05	NTS
SL4.0ch05	4566051	4566100	50	*	-1	CHH	36	69	0.5217391304347826	9	55	0.16363636363636364	7	6.938628446298637e-5	loss	ch05	NTS
SL4.0ch05	4566801	4566850	50	*	-1	CHH	114	131	0.8702290076335878	76	150	0.5066666666666667	10	9.348091890617788e-10	loss	ch05	NTS
SL4.0ch05	4605201	4605250	50	*	-1	CHH	21	41	0.5121951219512195	7	57	0.12280701754385964	15	4.959648175946635e-5	loss	ch05	NTS
SL4.0ch05	4610601	4610650	50	*	-1	CHH	9	21	0.42857142857142855	2	36	0.05555555555555555	14	7.472615065620575e-4	loss	ch05	NTS
SL4.0ch05	4695401	4695450	50	*	-1	CHH	67	101	0.6633663366336634	56	155	0.36129032258064514	9	6.378107915843809e-6	loss	ch05	NTS
SL4.0ch05	4698801	4698850	50	*	-1	CHH	41	48	0.8541666666666666	46	90	0.5111111111111111	11	1.1741588772213766e-4	loss	ch05	NTS
SL4.0ch05	4711901	4711950	50	*	-1	CHH	41	65	0.6307692307692307	6	73	0.0821917808219178	9	1.5974535613587186e-10	loss	ch05	NTS
SL4.0ch05	4712401	4712450	50	*	-1	CHH	57	89	0.6404494382022472	18	56	0.32142857142857145	14	2.696498898615638e-4	loss	ch05	NTS
SL4.0ch05	4728451	4728500	50	*	-1	CHH	23	31	0.7419354838709677	14	35	0.4	8	0.00543004579542582	loss	ch05	NTS
SL4.0ch05	4749951	4750000	50	*	1	CHH	40	93	0.4301075268817205	103	138	0.7463768115942029	11	3.7532736355226167e-6	gain	ch05	NTS
SL4.0ch05	4782251	4782300	50	*	-1	CHH	15	32	0.46875	5	35	0.14285714285714285	6	0.00386765279530392	loss	ch05	NTS
SL4.0ch05	4785151	4785200	50	*	-1	CHH	28	63	0.4444444444444444	14	139	0.10071942446043164	12	1.382227887233753e-7	loss	ch05	NTS
SL4.0ch05	4786701	4786750	50	*	-1	CHH	50	126	0.3968253968253968	6	117	0.05128205128205128	17	1.7404120695697694e-9	loss	ch05	NTS
SL4.0ch05	4793301	4793350	50	*	-1	CHH	16	41	0.3902439024390244	9	134	0.06716417910447761	11	9.265606339834578e-7	loss	ch05	NTS
SL4.0ch05	4795101	4795150	50	*	-1	CHH	48	60	0.8	66	141	0.46808510638297873	12	2.9592295707476135e-5	loss	ch05	NTS
SL4.0ch05	4805001	4805050	50	*	-1	CHH	38	58	0.6551724137931034	35	107	0.32710280373831774	11	8.961315015781164e-5	loss	ch05	NTS
SL4.0ch05	4809551	4809600	50	*	-1	CHH	74	137	0.5401459854014599	21	92	0.22826086956521735	10	7.2824600869391745e-6	loss	ch05	NTS
SL4.0ch05	4832801	4832850	50	*	1	CHH	63	141	0.44680851063829785	129	157	0.821656050955414	15	2.0380309555824904e-10	gain	ch05	NTS
SL4.0ch05	4839651	4839700	50	*	1	CHH	3	14	0.21428571428571427	27	43	0.627906976744186	4	0.0072017455497167	gain	ch05	NTS
SL4.0ch05	4849051	4849100	50	*	1	CHH	0	21	0	14	44	0.3181818181818182	12	0.00379629346875863	gain	ch05	NTS
SL4.0ch05	4861801	4861850	50	*	-1	CHH	33	44	0.75	50	116	0.43103448275862066	10	4.3397481221722024e-4	loss	ch05	NTS
SL4.0ch05	4865801	4865850	50	*	1	CHH	15	121	0.12396694214876032	87	184	0.4728260869565218	14	2.675795073472808e-9	gain	ch05	NTS
SL4.0ch05	4875751	4875800	50	*	-1	CHH	80	106	0.7547169811320755	24	77	0.3116883116883117	12	1.7925576250192613e-8	loss	ch05	NTS
SL4.0ch05	4890301	4890400	100	*	-1	CHH	36	42	0.8571428571428571	73	168	0.43452380952380953	12	3.047383599007028e-6	loss	ch05	NTS
SL4.0ch05	4917251	4917300	50	*	-1	CHH	70	135	0.5185185185185185	29	140	0.20714285714285716	13	3.617060778037717e-7	loss	ch05	NTS
SL4.0ch05	4942951	4943000	50	*	-1	CHH	83	99	0.8383838383838383	42	89	0.47191011235955055	11	4.856875556869778e-7	loss	ch05	NTS
SL4.0ch05	4943951	4944000	50	*	-1	CHH	37	84	0.44047619047619047	8	66	0.12121212121212122	11	4.4914104997763384e-5	loss	ch05	NTS
SL4.0ch05	4966801	4966850	50	*	-1	CHH	20	51	0.392156862745098	5	131	0.03816793893129771	13	4.357922349219368e-9	loss	ch05	NTS
SL4.0ch05	4983051	4983100	50	*	-1	CHH	18	32	0.5625	9	46	0.1956521739130435	9	0.00101258925116734	loss	ch05	NTS
SL4.0ch05	4986001	4986050	50	*	-1	CHH	6	13	0.4615384615384616	0	30	0	11	1.0351330005662356e-4	loss	ch05	NTS
SL4.0ch05	4988051	4988100	50	*	-1	CHH	36	67	0.5373134328358209	15	64	0.234375	8	5.157804033536722e-4	loss	ch05	NTS
SL4.0ch05	4992901	4992950	50	*	-1	CHH	51	64	0.796875	56	115	0.48695652173913045	12	8.904981228210564e-5	loss	ch05	NTS
SL4.0ch05	5079901	5079950	50	*	-1	CHH	10	19	0.5263157894736842	0	21	0	13	1.9203858299231816e-4	loss	ch05	NTS
SL4.0ch05	5087251	5087300	50	*	-1	CHH	14	27	0.5185185185185185	6	54	0.1111111111111111	17	1.0467296611654572e-4	loss	ch05	NTS
SL4.0ch05	5130451	5130500	50	*	-1	CHH	74	85	0.8705882352941177	34	65	0.5230769230769231	9	7.253629055731704e-6	loss	ch05	NTS
SL4.0ch05	5132901	5132950	50	*	1	CHH	1	16	0.0625	9	19	0.47368421052631576	7	0.00739464373418511	gain	ch05	NTS
SL4.0ch05	5135901	5135950	50	*	-1	CHH	41	61	0.6721311475409836	23	68	0.3382352941176471	12	2.3119146492018555e-4	loss	ch05	NTS
SL4.0ch05	5137351	5137400	50	*	-1	CHH	38	67	0.5671641791044776	11	61	0.18032786885245905	6	1.635597651533751e-5	loss	ch05	NTS
SL4.0ch05	5148951	5149000	50	*	1	CHH	30	63	0.47619047619047616	72	88	0.8181818181818182	11	2.1736630166246015e-5	gain	ch05	NTS
SL4.0ch05	5166701	5166750	50	*	-1	CHH	14	36	0.3888888888888889	9	142	0.06338028169014084	19	8.191986328947487e-7	loss	ch05	NTS
SL4.0ch05	5214551	5214600	50	*	-1	CHH	34	49	0.6938775510204082	28	76	0.3684210526315789	10	5.184503303012422e-4	loss	ch05	NTS
SL4.0ch05	5217651	5217700	50	*	-1	CHH	40	87	0.45977011494252873	6	50	0.12	19	8.863054471272528e-5	loss	ch05	NTS
SL4.0ch05	5223401	5223450	50	*	-1	CHH	33	48	0.6875	30	81	0.3703703703703703	8	6.536938687297622e-4	loss	ch05	NTS
SL4.0ch05	5228051	5228100	50	*	-1	CHH	46	112	0.4107142857142857	3	39	0.07692307692307693	9	1.9505489623842265e-4	loss	ch05	NTS
SL4.0ch05	5228401	5228450	50	*	-1	CHH	16	32	0.5	2	53	0.03773584905660377	4	1.5879765607818408e-6	loss	ch05	NTS
SL4.0ch05	5235801	5235850	50	*	-1	CHH	55	60	0.9166666666666666	48	80	0.6	14	5.037371871318703e-5	loss	ch05	NTS
SL4.0ch05	5236451	5236500	50	*	-1	CHH	46	50	0.92	24	41	0.5853658536585366	7	2.4553457973775384e-4	loss	ch05	NTS
SL4.0ch05	5240801	5240850	50	*	-1	CHH	24	45	0.5333333333333333	23	102	0.22549019607843135	8	3.2589383887956825e-4	loss	ch05	NTS
SL4.0ch05	5250001	5250050	50	*	-1	CHH	55	73	0.7534246575342466	52	122	0.4262295081967213	7	2.0256023447058735e-5	loss	ch05	NTS
SL4.0ch05	5262901	5262950	50	*	-1	CHH	28	63	0.4444444444444444	0	86	0	12	1.0091017602060949e-10	loss	ch05	NTS
SL4.0ch05	5301051	5301100	50	*	1	CHH	21	69	0.30434782608695654	51	82	0.6219512195121951	10	1.5872363387359442e-4	gain	ch05	NTS
SL4.0ch05	5318251	5318300	50	*	-1	CHH	35	63	0.5555555555555556	17	73	0.2328767123287671	11	1.7760320828090684e-4	loss	ch05	NTS
SL4.0ch05	5333651	5333700	50	*	-1	CHH	40	84	0.47619047619047616	7	55	0.12727272727272726	14	4.2167702384334686e-5	loss	ch05	NTS
SL4.0ch05	5336101	5336150	50	*	-1	CHH	35	75	0.4666666666666667	4	33	0.12121212121212122	19	7.456513050392037e-4	loss	ch05	NTS
SL4.0ch05	5336851	5336900	50	*	-1	CHH	37	88	0.4204545454545454	3	26	0.1153846153846154	17	0.0044442730938864	loss	ch05	NTS
SL4.0ch05	5338301	5338350	50	*	-1	CHH	13	24	0.5416666666666666	6	34	0.17647058823529413	21	0.00379191413980627	loss	ch05	NTS
SL4.0ch05	5380301	5380350	50	*	-1	CHH	53	82	0.6463414634146342	19	61	0.3114754098360656	13	1.2403628062810057e-4	loss	ch05	NTS
SL4.0ch05	5399901	5399950	50	*	-1	CHH	43	84	0.5119047619047619	6	59	0.1016949152542373	8	1.3601275518259658e-6	loss	ch05	NTS
SL4.0ch05	5422401	5422450	50	*	-1	CHH	115	131	0.8778625954198473	67	157	0.4267515923566879	13	7.67580181876656e-14	loss	ch05	NTS
SL4.0ch05	5450001	5450050	50	*	-1	CHH	10	22	0.4545454545454546	0	21	0	11	5.657015802794233e-4	loss	ch05	NTS
SL4.0ch05	5450551	5450600	50	*	-1	CHH	14	34	0.4117647058823529	0	18	0	16	0.00170527970766115	loss	ch05	NTS
SL4.0ch05	5455801	5455850	50	*	-1	CHH	12	37	0.32432432432432434	1	44	0.02272727272727272	15	3.3163080750600767e-4	loss	ch05	NTS
SL4.0ch05	5470401	5470450	50	*	-1	CHH	109	131	0.8320610687022901	61	121	0.5041322314049587	11	1.5722352929780624e-7	loss	ch05	NTS
SL4.0ch05	5472801	5472850	50	*	-1	CHH	52	89	0.5842696629213483	35	133	0.2631578947368421	15	4.647079118786621e-6	loss	ch05	NTS
SL4.0ch05	5486851	5486900	50	*	1	CHH	15	94	0.1595744680851064	29	62	0.46774193548387094	20	5.4175252684690685e-5	gain	ch05	NTS
SL4.0ch05	5497251	5497300	50	*	1	CHH	2	31	0.06451612903225806	14	28	0.5	12	2.5669284208320144e-4	gain	ch05	NTS
SL4.0ch05	5509101	5509150	50	*	-1	CHH	39	92	0.42391304347826086	4	51	0.0784313725490196	23	3.325695941194537e-5	loss	ch05	NTS
SL4.0ch05	5509601	5509650	50	*	1	CHH	1	25	0.04	30	78	0.38461538461538464	16	0.00130666642191577	gain	ch05	NTS
SL4.0ch05	5527701	5527750	50	*	-1	CHH	47	87	0.5402298850574713	17	88	0.19318181818181815	12	5.4379550890419835e-6	loss	ch05	NTS
SL4.0ch05	5553051	5553100	50	*	1	CHH	24	86	0.27906976744186046	35	57	0.6140350877192983	8	1.1437726603044556e-4	gain	ch05	NTS
SL4.0ch05	5563601	5563650	50	*	-1	CHH	43	70	0.6142857142857143	14	164	0.08536585365853659	12	2.6234024972706763e-16	loss	ch05	NTS
SL4.0ch05	5565901	5565950	50	*	-1	CHH	20	48	0.4166666666666667	12	109	0.11009174311926606	9	2.467839872364194e-5	loss	ch05	NTS
SL4.0ch05	5568351	5568450	100	*	-1	CHH	109	121	0.9008264462809916	60	113	0.5309734513274337	19	2.759287878222686e-9	loss	ch05	NTS
SL4.0ch05	5600751	5600800	50	*	-1	CHH	100	152	0.6578947368421053	35	100	0.35	11	4.821381877619748e-6	loss	ch05	NTS
SL4.0ch05	5615951	5616000	50	*	-1	CHH	45	51	0.8823529411764706	49	88	0.5568181818181818	11	1.2752559293873915e-4	loss	ch05	NTS
SL4.0ch05	5619751	5619850	100	*	-1	CHH	68	97	0.7010309278350515	42	141	0.2978723404255319	21	7.620182885388751e-9	loss	ch05	NTS
SL4.0ch05	5635351	5635400	50	*	-1	CHH	25	40	0.625	12	49	0.24489795918367344	5	4.14102635966235e-4	loss	ch05	NTS
SL4.0ch05	5670701	5670750	50	*	-1	CHH	33	51	0.6470588235294118	27	86	0.313953488372093	8	2.214950417177448e-4	loss	ch05	NTS
SL4.0ch05	5671001	5671100	100	*	-1	CHH	109	232	0.4698275862068966	16	127	0.12598425196850394	35	7.317170405228442e-10	loss	ch05	NTS
SL4.0ch05	5671251	5671300	50	*	-1	CHH	20	34	0.5882352941176471	5	40	0.125	7	5.1603345851842235e-5	loss	ch05	NTS
SL4.0ch05	5678051	5678100	50	*	-1	CHH	145	160	0.90625	59	103	0.5728155339805825	18	2.526179658949425e-9	loss	ch05	NTS
SL4.0ch05	5687401	5687450	50	*	-1	CHH	46	80	0.575	36	134	0.26865671641791045	8	1.898041774288007e-5	loss	ch05	NTS
SL4.0ch05	5687851	5687900	50	*	-1	CHH	73	96	0.7604166666666666	59	129	0.4573643410852713	10	1.2429212946518531e-5	loss	ch05	NTS
SL4.0ch05	5688701	5688750	50	*	-1	CHH	11	31	0.3548387096774194	1	48	0.02083333333333333	6	9.368047465477565e-5	loss	ch05	NTS
