chr	start	end	context	mR	reads_m	reads_n	sample
SL4.0ch09	16300000	16400000	CG	69.5541401273885	546	239	a17_1
SL4.0ch09	16300000	16400000	CHG	52.7777777777778	513	459	a17_1
SL4.0ch09	16300000	16400000	CHH	9.53654188948307	749	7105	a17_1
SL4.0ch09	16400000	16500000	CG	64.0883977900553	116	65	a17_1
SL4.0ch09	16400000	16500000	CHG	46.1111111111111	83	97	a17_1
SL4.0ch09	16400000	16500000	CHH	9.87978963185575	263	2399	a17_1
SL4.0ch09	16500000	16600000	CG	58.5507246376812	202	143	a17_1
SL4.0ch09	16500000	16600000	CHG	40.8888888888889	92	133	a17_1
SL4.0ch09	16500000	16600000	CHH	9.95525727069351	445	4025	a17_1
SL4.0ch09	16600000	16700000	CG	68.8297074268567	1835	831	a17_1
SL4.0ch09	16600000	16700000	CHG	42.4021838034577	1398	1899	a17_1
SL4.0ch09	16600000	16700000	CHH	9.92595312404382	3244	29438	a17_1
SL4.0ch09	16700000	16800000	CG	81.339928057554	3618	830	a17_1
SL4.0ch09	16700000	16800000	CHG	35.4153575468141	2818	5139	a17_1
SL4.0ch09	16700000	16800000	CHH	7.84280495612548	4165	48941	a17_1
SL4.0ch09	16800000	16900000	CG	74.3027349038722	2744	949	a17_1
SL4.0ch09	16800000	16900000	CHG	61.5340583858042	2150	1344	a17_1
SL4.0ch09	16800000	16900000	CHH	14.2403648394885	6370	38362	a17_1
SL4.0ch09	16900000	17000000	CG	70.441936101014	3682	1545	a17_1
SL4.0ch09	16900000	17000000	CHG	33.8363054412437	2220	4341	a17_1
SL4.0ch09	16900000	17000000	CHH	9.6384888181226	5327	49941	a17_1
SL4.0ch09	17000000	17100000	CG	78.3772928102825	5854	1615	a17_1
SL4.0ch09	17000000	17100000	CHG	47.6572345056708	4160	4569	a17_1
SL4.0ch09	17000000	17100000	CHH	10.3258413115832	7539	65472	a17_1
SL4.0ch09	17100000	17200000	CG	71.0427918570835	1710	697	a17_1
SL4.0ch09	17100000	17200000	CHG	54.6282973621103	1139	946	a17_1
SL4.0ch09	17100000	17200000	CHH	12.7488170192797	3260	22311	a17_1
SL4.0ch09	17200000	17300000	CG	74.3718592964824	148	51	a17_1
SL4.0ch09	17200000	17300000	CHG	60.9929078014184	86	55	a17_1
SL4.0ch09	17200000	17300000	CHH	15.4852780806979	142	775	a17_1
SL4.0ch09	17300000	17400000	CG	75	168	56	a17_1
SL4.0ch09	17300000	17400000	CHG	67.8571428571429	152	72	a17_1
SL4.0ch09	17300000	17400000	CHH	14.8360655737705	181	1039	a17_1
SL4.0ch09	17400000	17500000	CG	68.5214626391097	431	198	a17_1
SL4.0ch09	17400000	17500000	CHG	56.3706563706564	292	226	a17_1
SL4.0ch09	17400000	17500000	CHH	12.6957494407159	908	6244	a17_1
SL4.0ch09	17500000	17600000	CG	64.4786324786325	1886	1039	a17_1
SL4.0ch09	17500000	17600000	CHG	45.8760927404029	1207	1424	a17_1
SL4.0ch09	17500000	17600000	CHH	9.45204671463961	3205	30703	a17_1
SL4.0ch09	17600000	17700000	CG	68.4070008899436	2306	1065	a17_1
SL4.0ch09	17600000	17700000	CHG	60.5037513397642	2258	1474	a17_1
SL4.0ch09	17600000	17700000	CHH	10.8268566493955	5015	41305	a17_1
SL4.0ch09	17700000	17800000	CG	74.0041928721174	3177	1116	a17_1
SL4.0ch09	17700000	17800000	CHG	50.4077669902913	2596	2554	a17_1
SL4.0ch09	17700000	17800000	CHH	11.6141637319697	4815	36643	a17_1
SL4.0ch09	17800000	17900000	CG	73.9672314801849	5282	1859	a17_1
SL4.0ch09	17800000	17900000	CHG	53.8325297648332	5471	4692	a17_1
SL4.0ch09	17800000	17900000	CHH	11.2902772310634	8031	63101	a17_1
SL4.0ch09	17900000	18000000	CG	77.3212969786293	4197	1231	a17_1
SL4.0ch09	17900000	18000000	CHG	26.0024138393456	1939	5518	a17_1
SL4.0ch09	17900000	18000000	CHH	8.06822285695525	4915	56003	a17_1
SL4.0ch09	18000000	18100000	CG	67.2172351885099	1872	913	a17_1
SL4.0ch09	18000000	18100000	CHG	54.5340050377834	1299	1083	a17_1
SL4.0ch09	18000000	18100000	CHH	12.5965759438104	5739	39821	a17_1
SL4.0ch09	18100000	18200000	CG	75.4990215264188	1929	626	a17_1
SL4.0ch09	18100000	18200000	CHG	24.1531664212077	820	2575	a17_1
SL4.0ch09	18100000	18200000	CHH	8.20725509667621	2810	31428	a17_1
SL4.0ch09	18200000	18300000	CG	75.4756871035941	1785	580	a17_1
SL4.0ch09	18200000	18300000	CHG	44.9987589972698	1813	2216	a17_1
SL4.0ch09	18200000	18300000	CHH	11.3509051241229	3850	30068	a17_1
SL4.0ch09	18300000	18400000	CG	75.7183908045977	527	169	a17_1
SL4.0ch09	18300000	18400000	CHG	58.7179487179487	458	322	a17_1
SL4.0ch09	18300000	18400000	CHH	12.4502558271745	1095	7700	a17_1
SL4.0ch09	18400000	18500000	CG	76.9581056466302	3380	1012	a17_1
SL4.0ch09	18400000	18500000	CHG	46.5414861177981	2900	3331	a17_1
SL4.0ch09	18400000	18500000	CHH	9.37796091047309	4256	41127	a17_1
SL4.0ch09	18500000	18600000	CG	76.1066158971918	3198	1004	a17_1
SL4.0ch09	18500000	18600000	CHG	48.4696716750139	2613	2778	a17_1
SL4.0ch09	18500000	18600000	CHH	11.4191919191919	4522	35078	a17_1
SL4.0ch09	18600000	18700000	CG	87.5912408759124	120	17	a17_1
SL4.0ch09	18600000	18700000	CHG	71.4285714285714	70	28	a17_1
SL4.0ch09	18600000	18700000	CHH	13.3333333333333	86	559	a17_1
SL4.0ch09	18700000	18800000	CG	73.1518876207199	4166	1529	a17_1
SL4.0ch09	18700000	18800000	CHG	36.6524602867106	2838	4905	a17_1
SL4.0ch09	18700000	18800000	CHH	9.40989652699519	5511	53055	a17_1
SL4.0ch09	18800000	18900000	CG	73.2832618025751	683	249	a17_1
SL4.0ch09	18800000	18900000	CHG	66.0852713178295	682	350	a17_1
SL4.0ch09	18800000	18900000	CHH	15.4157214715455	1563	8576	a17_1
SL4.0ch09	18900000	19000000	CG	88.2629107981221	188	25	a17_1
SL4.0ch09	18900000	19000000	CHG	74.1035856573705	186	65	a17_1
SL4.0ch09	18900000	19000000	CHH	16.231647634584	199	1027	a17_1
SL4.0ch09	19000000	19100000	CG	76.6233766233766	59	18	a17_1
SL4.0ch09	19000000	19100000	CHG	70.3296703296703	64	27	a17_1
SL4.0ch09	19000000	19100000	CHH	18.8191881918819	102	440	a17_1
SL4.0ch09	19100000	19200000	CG	70.3187250996016	353	149	a17_1
SL4.0ch09	19100000	19200000	CHG	60.9215017064846	357	229	a17_1
SL4.0ch09	19100000	19200000	CHH	12.6153846153846	410	2840	a17_1
SL4.0ch09	19200000	19300000	CG	76.3922518159806	631	195	a17_1
SL4.0ch09	19200000	19300000	CHG	61.455525606469	456	286	a17_1
SL4.0ch09	19200000	19300000	CHH	12.5568942436412	938	6532	a17_1
SL4.0ch09	19300000	19400000	CG	50.7145950627977	1171	1138	a17_1
SL4.0ch09	19300000	19400000	CHG	38.0177514792899	1028	1676	a17_1
SL4.0ch09	19300000	19400000	CHH	9.87786259541985	1941	17709	a17_1
SL4.0ch09	19400000	19500000	CG	70.236013986014	1607	681	a17_1
SL4.0ch09	19400000	19500000	CHG	55.4637281910009	1208	970	a17_1
SL4.0ch09	19400000	19500000	CHH	12.5227355401964	2754	19238	a17_1
SL4.0ch09	19500000	19600000	CG	84.5659163987138	263	48	a17_1
SL4.0ch09	19500000	19600000	CHG	67.0175438596491	191	94	a17_1
SL4.0ch09	19500000	19600000	CHH	18.6739659367397	307	1337	a17_1
SL4.0ch09	19600000	19700000	CG	75.046904315197	400	133	a17_1
SL4.0ch09	19600000	19700000	CHG	66.0098522167488	402	207	a17_1
SL4.0ch09	19600000	19700000	CHH	14.9786019971469	420	2384	a17_1
SL4.0ch09	19700000	19800000	CG	84.2857142857143	59	11	a17_1
SL4.0ch09	19700000	19800000	CHG	77.4647887323944	55	16	a17_1
SL4.0ch09	19700000	19800000	CHH	22.9426433915212	92	309	a17_1
SL4.0ch09	19800000	19900000	CG	84.0989399293286	238	45	a17_1
SL4.0ch09	19800000	19900000	CHG	65.6641604010025	262	137	a17_1
SL4.0ch09	19800000	19900000	CHH	11.5418502202643	131	1004	a17_1
SL4.0ch09	19900000	20000000	CG	71.031746031746	179	73	a17_1
SL4.0ch09	19900000	20000000	CHG	67.0731707317073	275	135	a17_1
SL4.0ch09	19900000	20000000	CHH	17.7057356608479	355	1650	a17_1
SL4.0ch09	20000000	20100000	CG	79.3991416309013	185	48	a17_1
SL4.0ch09	20000000	20100000	CHG	69.0265486725664	156	70	a17_1
SL4.0ch09	20000000	20100000	CHH	17.9631114675221	224	1023	a17_1
SL4.0ch09	20100000	20200000	CG	82.5641025641026	161	34	a17_1
SL4.0ch09	20100000	20200000	CHG	64.0883977900553	116	65	a17_1
SL4.0ch09	20100000	20200000	CHH	16.9491525423729	160	784	a17_1
SL4.0ch09	20200000	20300000	CG	51.7241379310345	30	28	a17_1
SL4.0ch09	20200000	20300000	CHG	70.6666666666667	53	22	a17_1
SL4.0ch09	20200000	20300000	CHH	14.4186046511628	62	368	a17_1
SL4.0ch09	20300000	20400000	CG	73.1481481481482	79	29	a17_1
SL4.0ch09	20300000	20400000	CHG	63.7362637362637	58	33	a17_1
SL4.0ch09	20300000	20400000	CHH	15.632183908046	136	734	a17_1
SL4.0ch09	20400000	20500000	CG	81.1926605504587	177	41	a17_1
SL4.0ch09	20400000	20500000	CHG	69.1176470588235	141	63	a17_1
SL4.0ch09	20400000	20500000	CHH	15.4801324503311	187	1021	a17_1
SL4.0ch09	20500000	20600000	CG	83.8095238095238	88	17	a17_1
SL4.0ch09	20500000	20600000	CHG	60.8247422680412	59	38	a17_1
SL4.0ch09	20500000	20600000	CHH	19.1441441441441	85	359	a17_1
SL4.0ch09	20600000	20700000	CG	78.8659793814433	153	41	a17_1
SL4.0ch09	20600000	20700000	CHG	67.7248677248677	128	61	a17_1
SL4.0ch09	20600000	20700000	CHH	15.9301130524152	155	818	a17_1
SL4.0ch09	20700000	20800000	CG	81.6326530612245	40	9	a17_1
SL4.0ch09	20700000	20800000	CHG	73.9130434782609	51	18	a17_1
SL4.0ch09	20700000	20800000	CHH	19.9186991869919	49	197	a17_1
SL4.0ch09	20800000	20900000	CG	79.0322580645161	49	13	a17_1
SL4.0ch09	20800000	20900000	CHG	76.4705882352941	52	16	a17_1
SL4.0ch09	20800000	20900000	CHH	12.2507122507123	43	308	a17_1
SL4.0ch09	20900000	21000000	CG	86.4077669902913	89	14	a17_1
SL4.0ch09	20900000	21000000	CHG	76.5432098765432	62	19	a17_1
SL4.0ch09	20900000	21000000	CHH	14.2458100558659	51	307	a17_1
SL4.0ch09	21000000	21100000	CG	78.6885245901639	48	13	a17_1
SL4.0ch09	21000000	21100000	CHG	72.6190476190476	61	23	a17_1
SL4.0ch09	21000000	21100000	CHH	11.1111111111111	49	392	a17_1
SL4.0ch09	21100000	21200000	CG	84.7826086956522	39	7	a17_1
SL4.0ch09	21100000	21200000	CHG	81.6901408450704	58	13	a17_1
SL4.0ch09	21100000	21200000	CHH	19.8275862068966	92	372	a17_1
SL4.0ch09	21200000	21300000	CG	80.7692307692308	21	5	a17_1
SL4.0ch09	21200000	21300000	CHG	55.1724137931034	16	13	a17_1
SL4.0ch09	21200000	21300000	CHH	9.23076923076923	18	177	a17_1
SL4.0ch09	21300000	21400000	CG	78.1818181818182	43	12	a17_1
SL4.0ch09	21300000	21400000	CHG	46.3414634146341	19	22	a17_1
SL4.0ch09	21300000	21400000	CHH	7.69230769230769	25	300	a17_1
SL4.0ch09	21400000	21500000	CG	71.4285714285714	65	26	a17_1
SL4.0ch09	21400000	21500000	CHG	66.1971830985916	47	24	a17_1
SL4.0ch09	21400000	21500000	CHH	13.6427566807314	97	614	a17_1
SL4.0ch09	21500000	21600000	CG	58.59375	150	106	a17_1
SL4.0ch09	21500000	21600000	CHG	57.9710144927536	120	87	a17_1
SL4.0ch09	21500000	21600000	CHH	10.7855626326964	254	2101	a17_1
SL4.0ch09	21600000	21700000	CG	59.7701149425287	156	105	a17_1
SL4.0ch09	21600000	21700000	CHG	57.7181208053691	172	126	a17_1
SL4.0ch09	21600000	21700000	CHH	11.9741873804971	501	3683	a17_1
SL4.0ch09	21700000	21800000	CG	72.0486111111111	830	322	a17_1
SL4.0ch09	21700000	21800000	CHG	60.8047690014903	816	526	a17_1
SL4.0ch09	21700000	21800000	CHH	10.2687284191563	1368	11954	a17_1
SL4.0ch09	21800000	21900000	CG	55.1029543419875	1231	1003	a17_1
SL4.0ch09	21800000	21900000	CHG	26.3706693575513	784	2189	a17_1
SL4.0ch09	21800000	21900000	CHH	8.18284205211853	2107	23642	a17_1
SL4.0ch09	21900000	22000000	CG	68.135593220339	603	282	a17_1
SL4.0ch09	21900000	22000000	CHG	46.5909090909091	287	329	a17_1
SL4.0ch09	21900000	22000000	CHH	11.2687312687313	1128	8882	a17_1
SL4.0ch09	22000000	22100000	CG	70.3252032520325	173	73	a17_1
SL4.0ch09	22000000	22100000	CHG	60.4651162790698	130	85	a17_1
SL4.0ch09	22000000	22100000	CHH	9.6252129471891	226	2122	a17_1
SL4.0ch09	22100000	22200000	CG	59.5505617977528	53	36	a17_1
SL4.0ch09	22100000	22200000	CHG	54.320987654321	44	37	a17_1
SL4.0ch09	22100000	22200000	CHH	9.6401028277635	75	703	a17_1
SL4.0ch09	22200000	22300000	CG	60	6	4	a17_1
SL4.0ch09	22200000	22300000	CHG	77.7777777777778	7	2	a17_1
SL4.0ch09	22200000	22300000	CHH	9.65909090909091	17	159	a17_1
SL4.0ch09	22300000	22400000	CG	72.3076923076923	47	18	a17_1
SL4.0ch09	22300000	22400000	CHG	66.1016949152542	39	20	a17_1
SL4.0ch09	22300000	22400000	CHH	13.4502923976608	46	296	a17_1
SL4.0ch09	22400000	22500000	CG	78.2608695652174	72	20	a17_1
SL4.0ch09	22400000	22500000	CHG	66.9642857142857	75	37	a17_1
SL4.0ch09	22400000	22500000	CHH	19.5652173913043	108	444	a17_1
SL4.0ch09	22500000	22600000	CG	60.2739726027397	44	29	a17_1
SL4.0ch09	22500000	22600000	CHG	56	28	22	a17_1
SL4.0ch09	22500000	22600000	CHH	14.8672566371681	84	481	a17_1
SL4.0ch09	22600000	22700000	CG	60.8695652173913	14	9	a17_1
SL4.0ch09	22600000	22700000	CHG	83.3333333333333	10	2	a17_1
SL4.0ch09	22600000	22700000	CHH	17.0940170940171	20	97	a17_1
SL4.0ch09	22700000	22800000	CG	82	41	9	a17_1
SL4.0ch09	22700000	22800000	CHG	73.3333333333333	33	12	a17_1
SL4.0ch09	22700000	22800000	CHH	10.7334525939177	60	499	a17_1
SL4.0ch09	22800000	22900000	CG	66.6666666666667	8	4	a17_1
SL4.0ch09	22800000	22900000	CHG	44.4444444444444	8	10	a17_1
SL4.0ch09	22800000	22900000	CHH	10	20	180	a17_1
SL4.0ch09	22900000	23000000	CG	77.0491803278689	94	28	a17_1
SL4.0ch09	22900000	23000000	CHG	74.4047619047619	125	43	a17_1
SL4.0ch09	22900000	23000000	CHH	14.7522522522523	131	757	a17_1
SL4.0ch09	23000000	23100000	CG	69.0871369294606	333	149	a17_1
SL4.0ch09	23000000	23100000	CHG	47.2222222222222	204	228	a17_1
SL4.0ch09	23000000	23100000	CHH	10.8498426217367	586	4815	a17_1
SL4.0ch09	23100000	23200000	CG	68.0412371134021	132	62	a17_1
SL4.0ch09	23100000	23200000	CHG	54.5454545454545	78	65	a17_1
SL4.0ch09	23100000	23200000	CHH	10.3260869565217	209	1815	a17_1
SL4.0ch09	23200000	23300000	CG	80.8	202	48	a17_1
SL4.0ch09	23200000	23300000	CHG	56.8265682656827	154	117	a17_1
SL4.0ch09	23200000	23300000	CHH	14.8862853204686	216	1235	a17_1
SL4.0ch09	23300000	23400000	CG	78.8235294117647	67	18	a17_1
SL4.0ch09	23300000	23400000	CHG	64.367816091954	56	31	a17_1
SL4.0ch09	23300000	23400000	CHH	18.0811808118081	98	444	a17_1
SL4.0ch09	23400000	23500000	CG	75.4716981132076	40	13	a17_1
SL4.0ch09	23400000	23500000	CHG	63.0434782608696	29	17	a17_1
SL4.0ch09	23400000	23500000	CHH	5.76923076923077	27	441	a17_1
SL4.0ch09	23500000	23600000	CG	83.4645669291339	106	21	a17_1
SL4.0ch09	23500000	23600000	CHG	72.0338983050847	85	33	a17_1
SL4.0ch09	23500000	23600000	CHH	14.3307086614173	91	544	a17_1
SL4.0ch09	23700000	23800000	CG	72.1822541966427	301	116	a17_1
SL4.0ch09	23700000	23800000	CHG	65.947242206235	275	142	a17_1
SL4.0ch09	23700000	23800000	CHH	14.1662722826944	898	5441	a17_1
SL4.0ch09	23800000	23900000	CG	68.6393525543753	4071	1860	a17_1
SL4.0ch09	23800000	23900000	CHG	53.3737307566328	3259	2847	a17_1
SL4.0ch09	23800000	23900000	CHH	11.7721800451066	7412	55550	a17_1
SL4.0ch09	23900000	24000000	CG	74.0223463687151	1590	558	a17_1
SL4.0ch09	23900000	24000000	CHG	64.229174519412	1704	949	a17_1
SL4.0ch09	23900000	24000000	CHH	12.2139711596581	2829	20333	a17_1
SL4.0ch09	24000000	24100000	CG	75.672458938348	3179	1022	a17_1
SL4.0ch09	24000000	24100000	CHG	60.2938508978777	3324	2189	a17_1
SL4.0ch09	24000000	24100000	CHH	11.1698685766562	5006	39811	a17_1
SL4.0ch09	24100000	24200000	CG	73.0566383856914	3186	1175	a17_1
SL4.0ch09	24100000	24200000	CHG	44.8900194523418	3000	3683	a17_1
SL4.0ch09	24100000	24200000	CHH	11.4613657157116	5512	42580	a17_1
SL4.0ch09	24200000	24300000	CG	67.3130193905817	1458	708	a17_1
SL4.0ch09	24200000	24300000	CHG	57.2175732217573	1641	1227	a17_1
SL4.0ch09	24200000	24300000	CHH	11.2895493767977	2826	22206	a17_1
SL4.0ch09	24300000	24400000	CG	65.666372462489	2976	1556	a17_1
SL4.0ch09	24300000	24400000	CHG	50.8820070560565	2596	2506	a17_1
SL4.0ch09	24300000	24400000	CHH	9.82870880496845	4906	45009	a17_1
SL4.0ch09	24400000	24500000	CG	62.4614118131303	3035	1824	a17_1
SL4.0ch09	24400000	24500000	CHG	28.6612193588938	1824	4540	a17_1
SL4.0ch09	24400000	24500000	CHH	9.67880646126234	5177	48311	a17_1
SL4.0ch09	24500000	24600000	CG	63.3070866141732	804	466	a17_1
SL4.0ch09	24500000	24600000	CHG	45.0772200772201	467	569	a17_1
SL4.0ch09	24500000	24600000	CHH	11.4207400639561	2000	15512	a17_1
SL4.0ch09	24600000	24700000	CG	54.5213772228528	1441	1202	a17_1
SL4.0ch09	24600000	24700000	CHG	28.156887755102	883	2253	a17_1
SL4.0ch09	24600000	24700000	CHH	8.1559497413156	2207	24853	a17_1
SL4.0ch09	24700000	24800000	CG	73.8206173558532	2535	899	a17_1
SL4.0ch09	24700000	24800000	CHG	58.1685180167976	2147	1544	a17_1
SL4.0ch09	24700000	24800000	CHH	11.4037503442405	4555	35388	a17_1
SL4.0ch09	24800000	24900000	CG	79.5317725752508	1189	306	a17_1
SL4.0ch09	24800000	24900000	CHG	64.0025173064821	1017	572	a17_1
SL4.0ch09	24800000	24900000	CHH	11.2595892105914	1365	10758	a17_1
SL4.0ch09	24900000	25000000	CG	80.5442176870748	592	143	a17_1
SL4.0ch09	24900000	25000000	CHG	66.2557781201849	430	219	a17_1
SL4.0ch09	24900000	25000000	CHH	15.7041960947237	756	4058	a17_1
SL4.0ch09	25000000	25100000	CG	69.5409429280397	1121	491	a17_1
SL4.0ch09	25000000	25100000	CHG	14.4292893036612	402	2384	a17_1
SL4.0ch09	25000000	25100000	CHH	5.91437904750989	1032	16417	a17_1
SL4.0ch09	25100000	25200000	CG	56.8181818181818	25	19	a17_1
SL4.0ch09	25100000	25200000	CHG	50	14	14	a17_1
SL4.0ch09	25100000	25200000	CHH	9.58605664488018	44	415	a17_1
SL4.0ch09	25200000	25300000	CG	47.0588235294118	8	9	a17_1
SL4.0ch09	25200000	25300000	CHG	62.5	5	3	a17_1
SL4.0ch09	25200000	25300000	CHH	12.5	31	217	a17_1
SL4.0ch09	25300000	25400000	CG	30.7692307692308	4	9	a17_1
SL4.0ch09	25300000	25400000	CHG	18.75	3	13	a17_1
SL4.0ch09	25300000	25400000	CHH	3.78787878787879	10	254	a17_1
SL4.0ch09	25400000	25500000	CG	71.8954248366013	110	43	a17_1
SL4.0ch09	25400000	25500000	CHG	63.7096774193548	79	45	a17_1
SL4.0ch09	25400000	25500000	CHH	16.7381974248927	156	776	a17_1
SL4.0ch09	25500000	25600000	CG	54.1666666666667	13	11	a17_1
SL4.0ch09	25500000	25600000	CHG	50	11	11	a17_1
SL4.0ch09	25500000	25600000	CHH	13.9963167587477	76	467	a17_1
SL4.0ch09	25600000	25700000	CG	43.7984496124031	226	290	a17_1
SL4.0ch09	25600000	25700000	CHG	12	102	748	a17_1
SL4.0ch09	25600000	25700000	CHH	5.5687016879634	353	5986	a17_1
SL4.0ch09	25700000	25800000	CG	65.2173913043478	30	16	a17_1
SL4.0ch09	25700000	25800000	CHG	40	18	27	a17_1
SL4.0ch09	25700000	25800000	CHH	12.70207852194	110	756	a17_1
SL4.0ch09	25800000	25900000	CG	70.8573256557901	2215	911	a17_1
SL4.0ch09	25800000	25900000	CHG	37.5562020629463	1420	2361	a17_1
SL4.0ch09	25800000	25900000	CHH	10.0999087692753	4539	40402	a17_1
SL4.0ch09	25900000	26000000	CG	55.743879472693	1776	1410	a17_1
SL4.0ch09	25900000	26000000	CHG	27.123906294101	961	2582	a17_1
SL4.0ch09	25900000	26000000	CHH	10.8223593792948	4331	35688	a17_1
SL4.0ch09	26000000	26100000	CG	71.5344938749194	2219	883	a17_1
SL4.0ch09	26000000	26100000	CHG	64.2025453560791	2371	1322	a17_1
SL4.0ch09	26000000	26100000	CHH	11.9069968950827	3298	24400	a17_1
SL4.0ch09	26100000	26200000	CG	74.6579700922685	4693	1593	a17_1
SL4.0ch09	26100000	26200000	CHG	62.4430523917995	4386	2638	a17_1
SL4.0ch09	26100000	26200000	CHH	12.3108949625828	6860	48863	a17_1
SL4.0ch09	26200000	26300000	CG	73.2394366197183	2340	855	a17_1
SL4.0ch09	26200000	26300000	CHG	35.7920462119529	1611	2890	a17_1
SL4.0ch09	26200000	26300000	CHH	10.2748672104026	3540	30913	a17_1
SL4.0ch09	26300000	26400000	CG	62.6841682293062	2340	1393	a17_1
SL4.0ch09	26300000	26400000	CHG	26.1656609983544	1431	4038	a17_1
SL4.0ch09	26300000	26400000	CHH	9.61450252278484	4821	45322	a17_1
SL4.0ch09	26400000	26500000	CG	65.5862068965517	1902	998	a17_1
SL4.0ch09	26400000	26500000	CHG	45.5461056401074	2035	2433	a17_1
SL4.0ch09	26400000	26500000	CHH	10.3966056048172	4092	35267	a17_1
SL4.0ch09	26500000	26600000	CG	75.50621669627	4251	1379	a17_1
SL4.0ch09	26500000	26600000	CHG	45.781764505507	4032	4775	a17_1
SL4.0ch09	26500000	26600000	CHH	10.7166797819941	7354	61268	a17_1
SL4.0ch09	26600000	26700000	CG	75.9869397447314	2560	809	a17_1
SL4.0ch09	26600000	26700000	CHG	28.3465959328028	1603	4052	a17_1
SL4.0ch09	26600000	26700000	CHH	9.35897124243382	3850	37287	a17_1
SL4.0ch09	26700000	26800000	CG	59.5141700404858	147	100	a17_1
SL4.0ch09	26700000	26800000	CHG	40.3614457831325	67	99	a17_1
SL4.0ch09	26700000	26800000	CHH	10.6057142857143	464	3911	a17_1
SL4.0ch09	26800000	26900000	CG	88.0952380952381	37	5	a17_1
SL4.0ch09	26800000	26900000	CHG	80	32	8	a17_1
SL4.0ch09	26800000	26900000	CHH	14.7368421052632	42	243	a17_1
SL4.0ch09	26900000	27000000	CG	79.4871794871795	62	16	a17_1
SL4.0ch09	26900000	27000000	CHG	73.134328358209	49	18	a17_1
SL4.0ch09	26900000	27000000	CHH	18.9274447949527	60	257	a17_1
SL4.0ch09	27000000	27100000	CG	76	19	6	a17_1
SL4.0ch09	27000000	27100000	CHG	70.2702702702703	26	11	a17_1
SL4.0ch09	27000000	27100000	CHH	22.0238095238095	37	131	a17_1
SL4.0ch09	27200000	27300000	CG	0	0	3	a17_1
SL4.0ch09	27200000	27300000	CHG	60	3	2	a17_1
SL4.0ch09	27200000	27300000	CHH	15.2542372881356	9	50	a17_1
SL4.0ch09	27300000	27400000	CG	70.4918032786885	43	18	a17_1
SL4.0ch09	27300000	27400000	CHG	69.8412698412698	44	19	a17_1
SL4.0ch09	27300000	27400000	CHH	15.9132007233273	88	465	a17_1
SL4.0ch09	27400000	27500000	CG	64.1951219512195	658	367	a17_1
SL4.0ch09	27400000	27500000	CHG	24.72	309	941	a17_1
SL4.0ch09	27400000	27500000	CHH	8.25155381092574	1009	11219	a17_1
SL4.0ch09	27500000	27600000	CG	74.7651006711409	1114	376	a17_1
SL4.0ch09	27500000	27600000	CHG	31.2250712250712	548	1207	a17_1
SL4.0ch09	27500000	27600000	CHH	10.4387629786759	1870	16044	a17_1
SL4.0ch09	27600000	27700000	CG	56.7164179104478	38	29	a17_1
SL4.0ch09	27600000	27700000	CHG	26.3157894736842	10	28	a17_1
SL4.0ch09	27600000	27700000	CHH	7.18562874251497	72	930	a17_1
SL4.0ch09	27700000	27800000	CG	86.1538461538462	56	9	a17_1
SL4.0ch09	27700000	27800000	CHG	74.390243902439	61	21	a17_1
SL4.0ch09	27700000	27800000	CHH	12.8151260504202	61	415	a17_1
SL4.0ch09	27800000	27900000	CG	78.1609195402299	68	19	a17_1
SL4.0ch09	27800000	27900000	CHG	57.9545454545455	51	37	a17_1
SL4.0ch09	27800000	27900000	CHH	9.91501416430595	105	954	a17_1
SL4.0ch09	27900000	28000000	CG	67.7685950413223	1312	624	a17_1
SL4.0ch09	27900000	28000000	CHG	26.8943436499466	756	2055	a17_1
SL4.0ch09	27900000	28000000	CHH	7.6414314397071	1941	23460	a17_1
SL4.0ch09	28000000	28100000	CG	70.8547888774459	1376	566	a17_1
SL4.0ch09	28000000	28100000	CHG	17.7066666666667	664	3086	a17_1
SL4.0ch09	28000000	28100000	CHH	6.62838869103859	1824	25694	a17_1
SL4.0ch09	28100000	28200000	CG	67.3076923076923	175	85	a17_1
SL4.0ch09	28100000	28200000	CHG	40.7563025210084	97	141	a17_1
SL4.0ch09	28100000	28200000	CHH	8.55046799898811	338	3615	a17_1
SL4.0ch09	28200000	28300000	CG	67.2619047619048	113	55	a17_1
SL4.0ch09	28200000	28300000	CHG	52.1739130434783	60	55	a17_1
SL4.0ch09	28200000	28300000	CHH	13.6858475894246	176	1110	a17_1
SL4.0ch09	28300000	28400000	CG	62.1951219512195	51	31	a17_1
SL4.0ch09	28300000	28400000	CHG	61.8279569892473	115	71	a17_1
SL4.0ch09	28300000	28400000	CHH	18.1636726546906	182	820	a17_1
SL4.0ch09	28400000	28500000	CG	88.135593220339	52	7	a17_1
SL4.0ch09	28400000	28500000	CHG	73.7704918032787	45	16	a17_1
SL4.0ch09	28400000	28500000	CHH	14.1304347826087	52	316	a17_1
SL4.0ch09	28500000	28600000	CG	66.1764705882353	45	23	a17_1
SL4.0ch09	28500000	28600000	CHG	49.0566037735849	26	27	a17_1
SL4.0ch09	28500000	28600000	CHH	15.546218487395	74	402	a17_1
SL4.0ch09	28600000	28700000	CG	80	60	15	a17_1
SL4.0ch09	28600000	28700000	CHG	75.2577319587629	73	24	a17_1
SL4.0ch09	28600000	28700000	CHH	16.7567567567568	93	462	a17_1
SL4.0ch09	28700000	28800000	CG	70.5426356589147	91	38	a17_1
